Solyc01g101240	Solyc05g007210	interacts with	6
Solyc02g088390	Solyc05g007210	interacts with	6
Solyc03g116060	Solyc05g007210	interacts with	6
Solyc09g008840	Solyc05g007210	interacts with	5
Solyc11g008680	Solyc05g007210	interacts with	7
Solyc11g011020	Solyc05g007210	interacts with	6
